	index	ID	GENRE
67	68	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
68	69	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
69	70	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
70	71	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
71	72	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
72	73	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
73	74	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
74	75	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
75	76	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
76	77	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
77	78	0277941	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYCQAAAEJpb2dyYXBoeXEDWAUAAABDcmltZXEEWAcAAABIaXN0b3J5cQVYBwAAAFJvbWFuY2VxBlgHAAAAV2VzdGVybnEHZS4='
78	79	0182225	b'gANdcQAoWAUAAABDcmltZXEBWAUAAABEcmFtYXECWAcAAABNeXN0ZXJ5cQNYCAAAAFRocmlsbGVycQRlLg=='
79	80	0182225	b'gANdcQAoWAUAAABDcmltZXEBWAUAAABEcmFtYXECWAcAAABNeXN0ZXJ5cQNYCAAAAFRocmlsbGVycQRlLg=='
80	81	0846119	b'gANdcQAoWAcAAABNeXN0ZXJ5cQFYCAAAAFRocmlsbGVycQJlLg=='
81	82	0760179	b'gANdcQBYCAAAAFRocmlsbGVycQFhLg=='
82	83	0760179	b'gANdcQBYCAAAAFRocmlsbGVycQFhLg=='
83	84	0760179	b'gANdcQBYCAAAAFRocmlsbGVycQFhLg=='
84	85	0081421	b'gANdcQAoWAcAAABNeXN0ZXJ5cQFYBgAAAFNjaS1GaXECWAgAAABUaHJpbGxlcnEDZS4='
85	86	0081421	b'gANdcQAoWAcAAABNeXN0ZXJ5cQFYBgAAAFNjaS1GaXECWAgAAABUaHJpbGxlcnEDZS4='
86	87	0785025	b'gANdcQAoWAUAAABEcmFtYXEBWAYAAABGYW1pbHlxAlgHAAAAV2VzdGVybnEDZS4='
87	88	0785025	b'gANdcQAoWAUAAABEcmFtYXEBWAYAAABGYW1pbHlxAlgHAAAAV2VzdGVybnEDZS4='
88	89	0785025	b'gANdcQAoWAUAAABEcmFtYXEBWAYAAABGYW1pbHlxAlgHAAAAV2VzdGVybnEDZS4='
89	90	0785025	b'gANdcQAoWAUAAABEcmFtYXEBWAYAAABGYW1pbHlxAlgHAAAAV2VzdGVybnEDZS4='
90	91	0785025	b'gANdcQAoWAUAAABEcmFtYXEBWAYAAABGYW1pbHlxAlgHAAAAV2VzdGVybnEDZS4='
91	92	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
92	93	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
93	94	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
94	95	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
95	96	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
96	97	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
97	98	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
98	99	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
99	100	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
100	101	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
101	102	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
102	103	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
103	104	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
104	105	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
105	106	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
106	107	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
107	108	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
108	109	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
109	110	0272950	b'gANdcQBYBgAAAEhvcnJvcnEBYS4='
110	111	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
111	112	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
112	113	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
113	114	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
114	115	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
115	116	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
116	117	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
117	118	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
118	119	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
119	120	0083189	b'gANdcQAoWAYAAABDb21lZHlxAVgHAAAAUm9tYW5jZXECZS4='
120	121	0363018	b'gANdcQAoWAkAAABCaW9ncmFwaHlxAVgGAAAAQ29tZWR5cQJYBQAAAERyYW1hcQNlLg=='
121	122	0363018	b'gANdcQAoWAkAAABCaW9ncmFwaHlxAVgGAAAAQ29tZWR5cQJYBQAAAERyYW1hcQNlLg=='
122	123	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
123	124	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
124	125	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
125	126	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
126	127	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
127	128	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
128	129	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
129	130	0061834	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
130	131	0206187	b'gANdcQAoWAsAAABEb2N1bWVudGFyeXEBWAkAAABBZHZlbnR1cmVxAlgHAAAAUm9tYW5jZXEDZS4='
131	132	0206187	b'gANdcQAoWAsAAABEb2N1bWVudGFyeXEBWAkAAABBZHZlbnR1cmVxAlgHAAAAUm9tYW5jZXEDZS4='
132	133	0206187	b'gANdcQAoWAsAAABEb2N1bWVudGFyeXEBWAkAAABBZHZlbnR1cmVxAlgHAAAAUm9tYW5jZXEDZS4='
133	134	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
134	135	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
135	136	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
136	137	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
137	138	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
138	139	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
139	140	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
140	141	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
141	142	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
142	143	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
143	144	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
144	145	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
145	146	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
146	147	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
147	148	0242998	b'gANdcQAoWAYAAABIb3Jyb3JxAVgHAAAATXlzdGVyeXECWAgAAABUaHJpbGxlcnEDZS4='
148	149	0400944	b'gANdcQAoWAYAAABBY3Rpb25xAVgGAAAASG9ycm9ycQJlLg=='
149	150	0400944	b'gANdcQAoWAYAAABBY3Rpb25xAVgGAAAASG9ycm9ycQJlLg=='
150	151	0400944	b'gANdcQAoWAYAAABBY3Rpb25xAVgGAAAASG9ycm9ycQJlLg=='
151	152	0400944	b'gANdcQAoWAYAAABBY3Rpb25xAVgGAAAASG9ycm9ycQJlLg=='
152	153	0088939	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
153	154	0088939	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
154	155	0286098	b'gANdcQAoWAYAAABBY3Rpb25xAVgHAAAARmFudGFzeXECZS4='
155	156	0286098	b'gANdcQAoWAYAAABBY3Rpb25xAVgHAAAARmFudGFzeXECZS4='
156	157	0286098	b'gANdcQAoWAYAAABBY3Rpb25xAVgHAAAARmFudGFzeXECZS4='
157	158	0286098	b'gANdcQAoWAYAAABBY3Rpb25xAVgHAAAARmFudGFzeXECZS4='
158	159	0352426	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
159	160	0352426	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
160	161	0028108	b'gANdcQAoWAkAAABCaW9ncmFwaHlxAVgHAAAASGlzdG9yeXECWAcAAABSb21hbmNlcQNYAwAAAFdhcnEEWAcAAABXZXN0ZXJucQVlLg=='
161	162	0050135	b'gANdcQAoWAYAAABDb21lZHlxAVgFAAAARHJhbWFxAlgHAAAATXVzaWNhbHEDZS4='
162	163	0105631	b'gANdcQAoWAUAAABDcmltZXEBWAUAAABEcmFtYXECWAcAAABNeXN0ZXJ5cQNYCAAAAFRocmlsbGVycQRlLg=='
163	164	0211492	b'gANdcQAoWAUAAABEcmFtYXEBWAcAAABSb21hbmNlcQJlLg=='
164	165	0286610	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBgAAAFNjaS1GaXEEZS4='
165	166	0286610	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBgAAAFNjaS1GaXEEZS4='
166	167	0286610	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBgAAAFNjaS1GaXEEZS4='
167	168	0286610	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBgAAAFNjaS1GaXEEZS4='
168	169	0286610	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBgAAAFNjaS1GaXEEZS4='
169	170	0038733	b'gANdcQAoWAYAAABDb21lZHlxAVgFAAAARHJhbWFxAlgHAAAARmFudGFzeXEDWAcAAABSb21hbmNlcQRYAwAAAFdhcnEFZS4='
170	171	0038733	b'gANdcQAoWAYAAABDb21lZHlxAVgFAAAARHJhbWFxAlgHAAAARmFudGFzeXEDWAcAAABSb21hbmNlcQRYAwAAAFdhcnEFZS4='
171	172	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
172	173	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
173	174	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
174	175	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
175	176	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
176	177	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
177	178	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
178	179	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
179	180	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
180	181	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
181	182	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
182	183	0283974	b'gANdcQAoWAYAAABDb21lZHlxAVgGAAAASG9ycm9ycQJYCAAAAFRocmlsbGVycQNlLg=='
183	184	0048055	b'gANdcQAoWAcAAABSb21hbmNlcQFYBwAAAFdlc3Rlcm5xAmUu'
184	185	0048055	b'gANdcQAoWAcAAABSb21hbmNlcQFYBwAAAFdlc3Rlcm5xAmUu'
185	186	0048055	b'gANdcQAoWAcAAABSb21hbmNlcQFYBwAAAFdlc3Rlcm5xAmUu'
186	187	0048055	b'gANdcQAoWAcAAABSb21hbmNlcQFYBwAAAFdlc3Rlcm5xAmUu'
187	188	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
188	189	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
189	190	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
190	191	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
191	192	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
192	193	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
193	194	0105265	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
194	195	0092527	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBwAAAEhpc3RvcnlxBFgDAAAAV2FycQVYBwAAAFdlc3Rlcm5xBmUu'
195	196	0092527	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBwAAAEhpc3RvcnlxBFgDAAAAV2FycQVYBwAAAFdlc3Rlcm5xBmUu'
196	197	0092527	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBwAAAEhpc3RvcnlxBFgDAAAAV2FycQVYBwAAAFdlc3Rlcm5xBmUu'
197	198	0092527	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBwAAAEhpc3RvcnlxBFgDAAAAV2FycQVYBwAAAFdlc3Rlcm5xBmUu'
198	199	0092527	b'gANdcQAoWAYAAABBY3Rpb25xAVgJAAAAQWR2ZW50dXJlcQJYBQAAAERyYW1hcQNYBwAAAEhpc3RvcnlxBFgDAAAAV2FycQVYBwAAAFdlc3Rlcm5xBmUu'
199	200	0094643	b'gANdcQBYCAAAAFRocmlsbGVycQFhLg=='
200	201	0094643	b'gANdcQBYCAAAAFRocmlsbGVycQFhLg=='
201	202	0443057	b'gANdcQBYBwAAAE11c2ljYWxxAWEu'
202	203	0070359	b'gANdcQAoWAUAAABEcmFtYXEBWAcAAABSb21hbmNlcQJlLg=='
203	204	0070359	b'gANdcQAoWAUAAABEcmFtYXEBWAcAAABSb21hbmNlcQJlLg=='
204	205	0716825	b'gANdcQAoWAYAAABDb21lZHlxAVgFAAAAQ3JpbWVxAlgHAAAARmFudGFzeXEDWAYAAABIb3Jyb3JxBFgIAAAAVGhyaWxsZXJxBWUu'
205	206	0076299	b'gANdcQAoWAUAAABEcmFtYXEBWAcAAABGYW50YXN5cQJYBwAAAE15c3RlcnlxA1gIAAAAVGhyaWxsZXJxBGUu'
206	207	0335179	b'gANdcQAoWAUAAABEcmFtYXEBWAUAAABTaG9ydHECWAgAAABUaHJpbGxlcnEDZS4='
207	208	0079813	b'gANdcQAoWAYAAABDb21lZHlxAVgFAAAATXVzaWNxAmUu'
208	209	0079813	b'gANdcQAoWAYAAABDb21lZHlxAVgFAAAATXVzaWNxAmUu'
209	210	0080756	b'gANdcQBYBQAAAERyYW1hcQFhLg=='
